Fighter1_ID,Fighter2_ID,Winner_ID,Method,Round
1054,759,759,TKO (punches),2
1463,2239,2239,TKO (punches),1
3279,1971,3279,"Decision (unanimous) (30–26, 30–27, 30–27)",3
1296,616,616,TKO (punches),2
3435,807,3435,TKO (punches),2
1259,1103,1103,DQ (illegal head kick),1
2789,108,2789,KO (head kick),3
390,1040,390,"Decision (unanimous) (29–28, 29–28, 29–27)",3
3661,2605,2605,KO (spinning back elbow),3
524,3286,3286,TKO (punches),1
894,1659,1659,"Decision (unanimous) (30–27, 30–27, 30–27)",3
566,304,304,Submission (rear-naked choke),2
2515,3570,2515,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1249,1290,1290,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3120,1579,1579,TKO (punches),3
866,95,866,"Decision (unanimous) (30–27, 30–27, 30–27)",3
954,1816,954,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3313,93,93,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1693,1706,1693,TKO (punches),2
871,137,871,"Decision (unanimous) (30–26, 30–26, 30–25)",3
1870,401,401,KO (punches),1
628,1898,628,"Decision (unanimous) (29–27, 30–27, 30–26)",3
981,2190,2190,Submission (guillotine choke),1
3323,2081,3323,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2844,1307,2844,TKO (jumping body kick and punches),1
1807,3421,1807,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1852,2557,1852,Submission (D'arce choke),2
480,1943,480,Submission (rear-naked choke),1
750,1137,1137,"Decision (unanimous) (29–26, 29–27, 30–26)",3
1184,3664,3664,"Decision (unanimous) (29–28, 29–27, 29–28)",3
948,385,948,"Decision (split) (27–30, 29–28, 29–28)",3
587,1110,1110,Submission (rear-naked choke),1
933,1751,933,Submission (triangle choke),3
1487,338,1487,Submission (flying armbar),5
3529,1259,3529,Submission (armbar),1
2734,923,2734,Submission (rear-naked choke),1
688,818,688,"Draw (majority) (29–28, 28–28, 28–28)",3
3111,820,3111,"Decision (split) (29–28, 28–29, 30–27)",3
3397,1177,3397,"Draw (split) (29–27, 27–29, 28–28)",3
345,1130,345,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2891,266,2891,"Decision (unanimous) (30–27, 29–28, 30–27)",3
2147,293,2147,KO (punch),1
1761,3237,3237,"Decision (unanimous) (30–27, 30–26, 30–26)",3
2789,2339,2789,Technical Submission (Von Flue choke),1
1030,114,114,"Decision (unanimous) (30–25, 30–26, 30–27)",3
1120,1858,1858,TKO (punches),1
2795,669,2795,KO (punch),1
1425,830,1425,"Decision (unanimous) (28–27, 28–27, 29–27)",3
2167,2230,2230,"Decision (split) (29–28, 28–29, 29–28)",3
1647,1470,1647,"Decision (split) (28–29, 30–27, 30–27)",3
1529,130,130,"Decision (unanimous) (29–28, 29–28, 30–27)",3
8,1796,8,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2700,361,2700,Submission (strikes),2
2641,2484,2484,KO (knee),1
3033,1821,3033,TKO (punches),3
1129,1094,1094,Submission (arm-triangle choke),2
2144,3371,3371,KO (punch),1
173,1946,173,"Decision (split) (28–29, 29–28, 29–28)",3
1241,3102,3102,TKO (punches),1
1518,1231,1231,KO (punches),2
424,2785,424,KO (punch),2
2308,2939,2308,"Decision (split) (47–48, 48–47, 48–47)",5
780,1885,780,Submission (arm-triangle choke),1
519,2630,519,TKO (punches),2
1716,2451,1716,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2049,3129,3129,"Decision (unanimous) (30–26, 30–26, 30–25)",3
3439,2029,3439,Submission (arm-triangle choke),2
904,2155,2155,Submission (armbar),1
1102,3335,1102,"Decision (unanimous) (30–25, 30–24, 29–27)",3
3537,569,3537,TKO (punches),2
1298,291,291,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1490,1962,1490,KO (punch),3
3461,3163,3461,TKO (punches),3
196,3554,196,TKO (punches),2
284,2637,2637,TKO (punches),3
213,844,844,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3286,3414,3286,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3207,2979,3207,KO (punch),1
2553,422,2553,Submission (north-south choke),3
1593,1178,1593,"Decision (unanimous) (29–28, 29–28, 30–27)",3
232,2597,2597,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1892,2836,1892,Submission (rear-naked choke),2
840,2074,840,TKO (punches),2
1346,1146,1146,TKO (punches),1
2498,2161,2498,"Decision (unanimous) (49–46, 48–46, 48–46)",5
1932,1170,1170,"Decision (split) (28–29, 29–28, 29–28)",3
2557,1519,2557,TKO (punches),1
206,365,206,KO (knee),1
902,95,95,"Decision (split) (28–29, 29–28, 29–28)",3
2475,3079,2475,"Decision (split) (28–29, 29–28, 29–28)",3
1307,2898,1307,TKO (punches),1
2828,2373,2373,KO (punches),1
3610,377,3610,Submission (kimura),1
2671,2586,2586,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2822,2151,2151,Submission (rear-naked choke),1
1316,2665,2665,Submission (Von Flue choke),1
604,1501,604,NC (overturned),3
1898,3589,3589,"Decision (unanimous) (50–45, 49–46, 49–46)",5
1536,906,1536,TKO (knees),3
1723,524,1723,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2332,1923,2332,KO (punches),1
1635,1700,1700,TKO (punches),1
210,3130,3130,"Decision (unanimous) (29–28, 29–27, 30–26)",3
2370,2123,2370,Submission (guillotine choke),3
1567,954,1567,"Decision (unanimous) (30–27, 30–27, 30–27)",3
662,40,40,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2936,385,385,"Decision (split) (29–28, 28–29, 29–28)",3
420,769,769,KO (punch),1
3524,1069,3524,Submission (arm-triangle choke),3
856,282,856,"Decision (split) (29–28, 28–29, 29–28)",3
655,3444,655,"Decision (split) (29–28, 28–29, 29–28)",3
75,2677,2677,"Decision (unanimous) (29–28, 30–26, 30–27)",3
3664,1133,3664,"Decision (split) (30–27, 28–29, 30–27)",3
2249,107,107,KO (punches),1
2349,1694,2349,KO (punch),2
2938,1149,2938,"Decision (unanimous) (30–27, 30–26, 30–27)",3
320,1586,1586,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1579,3421,3421,Submission (armbar),1
39,1492,39,KO (punches),1
2466,419,419,"Decision (unanimous) (30–26, 30–26, 29–28)",3
3468,2476,3468,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2262,2537,2537,KO (punches),1
449,3586,449,"Decision (unanimous) (30–27, 30–27, 29–28)",3
929,2615,929,KO (elbows),1
1943,1453,1943,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2754,633,2754,KO (punches),1
3567,2187,3567,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2689,2246,2689,KO (punches),2
2904,2413,2413,Submission (rear-naked choke),3
3497,323,323,KO (slam and punches),1
1301,3262,1301,"Decision (unanimous) (29–28, 29–28, 29–26)",3
2150,1480,1480,"Decision (unanimous) (30–27, 30–27, 30–25)",3
1764,3036,3036,TKO (punches and elbows),2
2730,3545,3545,"Decision (unanimous) (48–47, 48–47, 48–47)",5
3529,2384,2384,"Decision (majority) (28–28, 29–28, 29–28)",3
2363,313,313,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2497,2081,2497,"Decision (unanimous) (30–27, 30–27, 30–27)",3
981,2994,981,Submission (guillotine choke),2
2344,394,2344,Submission (rear-naked choke),2
1708,455,1708,TKO (punches),3
2041,2844,2844,TKO (punches),2
2184,2045,2184,"Decision (unanimous) (29–28, 29–28, 30–27)",3
3498,3111,3111,"Decision (unanimous) (30–27, 30–27, 29–28)",3
321,1092,1092,KO (punches),2
1488,1033,1033,TKO (punches and knees),2
3240,1798,3240,Submission (rear-naked choke),2
746,1633,1633,"Decision (split) (29–28, 28–29, 29–28)",3
2718,468,468,TKO (elbows),3
3267,3237,3237,"Decision (unanimous) (29–28, 29–28, 29–28)",3
988,1494,1494,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3637,1332,1332,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1042,1662,1662,"Decision (unanimous) (30–27, 30–27, 30–27)",3
776,1305,776,"Decision (unanimous) (29–28, 29–27, 29–27)",3
1797,2465,2465,Submission (rear-naked choke),2
1989,1425,1989,"Decision (unanimous) (30–26, 30–26, 30–26)",3
1751,540,1751,Technical Submission (rear-naked choke),1
1296,322,322,TKO (head kick and punches),2
1625,1317,1317,"Decision (unanimous) (30–26, 30–26, 29–27)",3
2640,553,2640,TKO (punches),1
1058,2032,2032,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2461,3016,3016,"Decision (majority) (28–28, 29–28, 29–27)",3
1203,1641,1203,"Decision (unanimous) (29–28, 29–26, 30–26)",3
2097,3430,3430,"Decision (unanimous) (29–28, 30–27, 30–27)",3
891,2168,891,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1370,2545,1370,"Decision (split) (29–28, 28–29, 29–28)",3
1137,2584,1137,TKO (punches),2
499,1946,1946,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3114,1616,1616,TKO (punches),1
1397,1780,1397,TKO (punches),4
401,1583,401,KO (punches),1
1368,2449,1368,KO (knee),2
669,666,666,KO (punches),1
2274,859,2274,Submission (rear-naked choke),1
3459,1339,3459,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2512,391,2512,KO (punches),1
3122,1529,1529,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2126,2147,2147,"Decision (unanimous) (30–25, 30–27, 30–27)",3
1676,2381,2381,"Decision (split) (29–28, 28–29, 29–28)",3
49,1470,49,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1354,608,1354,KO (head kick and punch),3
145,3351,3351,"Decision (unanimous) (29–28, 28–27, 29–27)",3
1604,628,628,"Decision (unanimous) (30–25, 30–26, 30–27)",3
2784,780,780,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3334,1120,3334,Submission (rear-naked choke),1
161,1259,1259,TKO (punches and elbows),1
443,830,443,TKO (doctor stoppage),2
451,1784,1784,"Decision (unanimous) (29–27, 28–27, 29–27)",3
768,1341,768,TKO (punches),1
1419,1478,1419,"Decision (unanimous) (30–26, 30–26, 30–26)",3
1610,2565,2565,"Decision (unanimous) (29–28, 29–28, 29–28)",3
48,1351,1351,TKO (punches),3
1030,1659,1030,Submission (rear-naked choke),1
1935,261,261,"Decision (unanimous) (29–28, 29–28, 29–28)",3
203,616,616,TKO (punches),2
2973,2033,2033,TKO (punches),2
169,2145,169,"Decision (split) (28–29, 29–28, 30–27)",3
480,3100,480,Submission (rear-naked choke),2
841,1833,1833,TKO (punches),1
1579,42,1579,Submission (guillotine choke),1
2181,2469,2469,"Decision (unanimous) (29–28, 30–27, 30–27)",3
525,3484,525,Submission (rear-naked choke),2
948,266,948,TKO (corner stoppage),2
1216,3249,1216,KO (punches),5
2332,562,2332,TKO (punch),1
3052,2872,3052,TKO (punches and knee),2
29,2617,29,"Decision (split) (30–27, 28–29, 30–27)",3
874,3217,3217,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2276,1307,1307,TKO (punches),1
3120,2190,2190,"Decision (unanimous) (30–27, 29–28, 29–28)",3
454,3032,3032,"Decision (unanimous) (30–27, 30–26, 30–26)",3
2978,1873,2978,"Decision (split) (29–28, 28–29, 29–28)",3
2213,3414,3414,TKO (punches),3
182,3286,3286,"Decision (unanimous) (30–27, 30–27, 29–27)",3
1226,1290,1226,KO (knee),3
2094,781,2094,TKO (punches),1
114,1463,1463,"Decision (unanimous) (50–45, 50–44, 50–45)",5
1898,1971,1898,"Decision (split) (29–28, 28–29, 29–28)",3
839,2707,839,TKO (doctor stoppage),2
1518,361,361,"Decision (split) (29–28, 28–29, 29–28)",3
2531,88,88,No Contest (illegal knees),2
3017,1635,1635,TKO (punches),3
624,2938,2938,TKO (elbow),2
3435,2639,3435,TKO (punches),1
21,501,501,"Decision (unanimous) (30–27, 30–27, 30–27)",3
235,270,235,"Decision (unanimous) (29–28, 29–28, 29–28)",3
125,553,125,Submission (rear-naked choke),1
3187,1816,3187,"Decision (unanimous) (49–46, 49–46, 50–45)",5
2815,1400,1400,KO (punches),1
2719,2789,2789,Submission (Von Flue choke),2
3574,772,772,"Decision (unanimous) (29–28, 30–27, 30–27)",3
2615,1719,2615,"Decision (majority) (28–27, 29–27, 28–28)",3
857,2484,2484,KO (elbow),2
1761,95,1761,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2373,2161,2161,Technical Submission (rear-naked choke),2
1360,1996,1360,"Decision (unanimous) (30–27, 30–27, 30–26)",3
2462,3244,3244,"Decision (unanimous) (29–28, 29–28, 29–28)",3
696,680,696,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2562,213,213,TKO (knees and punches),1
2828,2891,2828,KO (punches),1
604,1482,604,Submission (rear-naked choke),2
3524,2178,2178,TKO (knees),2
1130,449,449,Submission (rear-naked choke),3
621,91,91,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2347,384,2347,Submission (rear-naked choke),1
1535,710,1535,TKO (elbows and punches),1
3160,3371,3371,"Decision (unanimous) (30–27, 30–26, 30–26)",3
2741,419,419,TKO (punches),3
304,655,655,"Decision (majority) (29–28, 29–28, 28–28)",3
1346,1094,1094,KO (punches),1
1178,871,1178,"Decision (split) (28–29, 29–28, 30–27)",3
522,45,522,"Decision (split) (28–29, 29–28, 29–28)",3
293,1718,293,"Decision (unanimous) (29–26, 29–26, 29–26)",3
2630,1487,1487,Submission (armbar),3
2239,3509,2239,Submission (rear-naked choke),2
3545,3082,3545,TKO (head kick and punches),2
2123,3129,2123,"Decision (split) (29–28, 28–29, 29–28)",3
3461,2261,3461,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3560,820,820,TKO (elbow and punch),2
1177,1888,1888,"Decision (split) (29–28, 28–29, 29–28)",3
3046,859,859,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2054,3130,3130,"Decision (unanimous) (29–28, 29–28, 29–28)",3
566,586,566,"Decision (unanimous) (30–27, 30–27, 30–26)",3
3033,2821,3033,KO (head kick and punches),3
653,631,653,Technical Submission (guillotine choke),1
3439,904,3439,"Decision (unanimous) (29–28, 29–28, 30–27)",3
108,1923,1923,KO (punch),1
1519,2262,2262,Submission (guillotine choke),2
3421,2513,3421,TKO (head kick and punches),3
103,66,66,"Decision (split) (28–29, 30–27, 30–27)",3
1873,807,807,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3135,232,232,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1492,2363,1492,"Decision (split) (28–29, 30–27, 29–28)",3
844,1852,844,"Decision (unanimous) (29–28, 29–28, 29–28)",3
746,2393,746,KO (punch),1
2898,163,2898,"Decision (split) (28–29, 29–28, 29–28)",3
1706,2565,1706,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1069,261,1069,No Contest (overturned),1
3444,2763,2763,TKO (head kick and punches),3
688,215,215,KO (flying knee),2
338,985,338,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2637,608,2637,"Draw (majority) (29–27, 28–28, 28–28)",3
2349,2032,2349,Submission (rear-naked choke),2
3323,1751,1751,Submission (rear-naked choke),2
2144,2606,2144,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3077,3610,3077,"Decision (unanimous) (29–28, 29–27, 29–27)",3
2553,420,2553,Submission (north-south choke),1
1586,1459,1586,"Decision (unanimous) (29–28, 29–28, 29–27)",3
2028,616,616,TKO (body kick and punches),1
3589,3279,3589,"Decision (majority) (48–47, 47–47, 48–47)",5
3261,3397,3261,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1583,902,1583,"Decision (split) (29–28, 28–29, 29–28)",3
449,597,449,Submission (rear-naked choke),1
2384,1397,2384,KO (knees),3
3351,1298,3351,TKO (punches),3
258,856,856,TKO (punches and head kick),3
2824,42,42,Submission (kneebar),2
3102,1103,1103,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2451,633,2451,TKO (elbows),1
2150,3079,2150,"Decision (split) (29–28, 28–29, 29–28)",3
1780,394,1780,KO (punches),2
1821,1296,1296,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3335,2956,3335,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3267,940,3267,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1991,2029,2029,Submission (arm-triangle choke),1
2653,929,929,TKO (elbow and punches),1
2537,3217,2537,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1932,891,1932,"Decision (split) (28–29, 29–28, 29–28)",3
3661,3438,3661,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1943,2844,2844,TKO (spinning heel kick and punches),2
1453,2041,2041,Submission (armbar),1
1354,717,717,"Decision (unanimous) (48–47, 48–47, 48–47)",5
401,2963,2963,"Decision (unanimous) (29–28, 29–28, 30–27)",3
322,3082,3082,Submission (kimura),1
3249,468,3249,"Decision (unanimous) (30–26, 30–26, 30–26)",3
2531,2081,2531,"Decision (majority) (28–28, 30–27, 29–28)",3
390,2184,2184,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1903,1767,1903,"Decision (unanimous) (30–25, 30–25, 30–27)",3
2304,1102,1102,"Decision (split) (27–30, 29–28, 29–28)",3
484,1694,1694,"Decision (unanimous) (30–26, 30–27, 29–28)",3
1531,282,1531,KO (punch),1
1170,1317,1317,"Decision (unanimous) (29–28, 29–28, 30–27)",3
3435,3330,3435,Submission (D'Arce choke),3
2332,2789,2332,"Decision (split) (29–28, 28–29, 29–28)",3
1241,988,988,KO (punch),1
114,1332,114,"Decision (unanimous) (30–27, 30–27, 30–27)",3
313,2089,313,No Contest (overturned),2
1195,3017,3017,Submission (rear-naked choke),2
2605,3226,2605,"Decision (unanimous) (29–28, 30–27, 29–28)",3
2613,2465,2465,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2557,2167,2557,No Contest (overturned),2
2754,1500,2754,KO (knee),1
2456,2939,2939,Submission (armbar),2
524,1971,1971,TKO (punches),2
145,2273,2273,TKO (punches),1
1635,443,1635,Submission (rear-naked choke),2
1935,95,95,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3130,169,169,"Decision (split) (28–29, 29–28, 29–28)",3
2246,1784,1784,KO (punches),2
1494,669,1494,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3100,742,3100,Submission (triangle choke),1
1616,2719,2719,TKO (punches),1
2413,2936,2413,"Decision (split) (29–28, 28–29, 29–28)",3
1129,622,1129,Submission (D'arce choke),1
2461,2707,2707,TKO (front kick and punches),2
1290,1719,1719,"Decision (split) (27–30, 29–28, 29–28)",3
2872,2015,2872,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2498,2147,2498,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2545,1633,1633,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2054,2782,2054,"Decision (split) (28–29, 29–28, 29–28)",3
3537,1946,1946,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2309,1510,2309,Submission (rear-naked choke),3
1259,2938,1259,KO (knee and punches),2
553,2074,553,TKO (punches),3
3071,161,161,TKO (punches and elbows),1
2755,2308,2308,TKO (punches),1
647,1054,1054,"Decision (unanimous) (48–46, 48–47, 48–46)",5
759,1807,759,"Decision (unanimous) (30–26, 30–26, 30–26)",3
1604,2784,1604,"Decision (split) (27–30, 29–28, 29–28)",3
338,3046,338,"Decision (unanimous) (30–27, 30–26, 30–26)",3
1885,1296,1885,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3430,480,480,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1058,2575,1058,KO (punch),1
2557,3266,2557,Submission (arm-triangle choke),1
2032,2349,2349,No Contest (illegal knees),1
3509,3398,3509,Technical Submission (rear-naked choke),1
2299,1040,1040,Submission (rear-naked choke),2
2513,912,912,"Decision (unanimous) (30–26, 30–26, 30–26)",3
2484,1519,1519,"Decision (unanimous) (29–28, 30–27, 30–27)",3
669,633,633,Submission (armbar),2
2082,1339,1339,"Decision (unanimous) (30–26, 30–27, 30–27)",3
628,213,628,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2167,2139,2167,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1360,871,871,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3036,45,3036,"Decision (unanimous) (29–28, 29–28, 30–27)",3
3574,2117,3574,TKO (punches),1
2921,2828,2828,"Decision (unanimous) (30–27, 29–28, 30–27)",3
3414,60,60,"Decision (split) (28–29, 30–27, 30–27)",3
1351,2497,1351,TKO (body kick and punches),3
387,524,524,KO (head kick),3
3187,546,3187,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1069,1584,1069,TKO (punches),3
2045,2039,2039,"Decision (unanimous) (29–28, 29–28, 29–28)",3
562,1666,562,Submission (guillotine choke),1
769,173,173,Submission (rear-naked choke),2
1774,2469,2469,"Decision (split) (29–28, 28–29, 29–28)",3
1833,1036,1833,"Decision (unanimous) (29–28, 29–28, 29–27)",3
1902,3397,3397,KO (wheel kick),1
2785,1593,1593,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2373,1905,2373,"Decision (split) (29–28, 28–29, 29–28)",3
6,1780,1780,TKO (punches),4
1241,2273,2273,Submission (kimura),1
2320,108,108,TKO (punches),2
2783,3444,3444,TKO (punches and elbows),2
3637,1625,1625,"Decision (unanimous) (29–28, 29–28, 29–28)",3
390,455,390,TKO (knee and punches),2
1090,2041,2041,Submission (anaconda choke),1
2821,3032,2821,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2476,746,746,"Decision (unanimous) (29–28, 29–28, 29–28)",3
281,1453,1453,"Decision (unanimous) (29–28, 29–28, 29–28)",3
49,1797,1797,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1487,859,1487,"Decision (unanimous) (49–46, 49–46, 49–45)",5
267,519,267,"Decision (split) (27–29, 30–26, 29–27)",3
857,1971,1971,TKO (punches),1
666,468,468,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2029,696,2029,Submission (arm-triangle choke),2
2161,277,2161,"Decision (split) (28–29, 29–28, 29–28)",3
1989,1232,1232,"Decision (unanimous) (30–27, 30–27, 29–28)",3
981,2891,981,TKO (knee and punches),1
2327,1858,1858,"Decision (unanimous) (29–28, 29–28, 29–28)",3
662,2181,2181,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2217,3033,3033,TKO (elbow and punches),2
566,3114,566,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3545,401,3545,TKO (head kick and punches),1
1980,1346,1346,"Decision (split) (29–28, 28–29, 29–28)",3
2296,29,29,"Decision (unanimous) (29–28, 29–28, 30–27)",3
1563,3459,3459,TKO (punches),2
2754,2451,2451,Submission (rear-naked choke),1
1237,3244,3244,"Decision (split) (28–29, 30–27, 30–27)",3
454,1583,1583,"Decision (unanimous) (29–28, 29–27, 30–27)",3
391,3334,391,"Decision (split) (28–29, 29–28, 29–28)",3
2064,3486,2064,"Decision (unanimous) (29–28, 30–27, 30–27)",3
2274,1315,2274,"Decision (unanimous) (30–27, 30–26, 30–27)",3
1368,1635,1635,"Decision (unanimous) (29–28, 30–27, 30–26)",3
2286,3421,3421,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3682,1718,1718,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2294,190,190,TKO (punches),3
75,2150,75,TKO (punches),2
1030,501,1030,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1761,1518,1518,"Decision (unanimous) (29–27, 30–27, 30–27)",3
93,3371,3371,"Decision (unanimous) (29–27, 30–26, 29–28)",3
2144,2381,2144,"Decision (split) (28–29, 30–27, 30–27)",3
1307,940,940,Submission (arm-triangle choke),2
125,2719,125,Submission (guillotine choke),1
1298,587,1298,Submission (guillotine choke),3
2190,2897,2190,Submission (guillotine choke),2
232,3135,3135,No Contest (inadvertent headbutt),1
1231,2178,2178,TKO (punches),1
2615,2449,2615,"Decision (split) (27–30, 30–27, 30–27)",3
1492,3461,3461,"Decision (split) (29–28, 27–30, 29–28)",3
1425,1816,1816,"Decision (unanimous) (30–27, 30–27, 29–28)",3
517,1943,1943,TKO (punches),2
193,1372,1372,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2215,1751,1751,Technical Submission (rear-naked choke),2
597,863,597,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1103,1742,1742,Submission (rear-naked choke),1
653,3612,653,Submission (straight armbar),2
805,2637,2637,TKO (punches and elbows),3
1341,1480,1480,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3497,2617,2617,KO (punches),1
88,2019,2019,TKO (punches),2
3589,3279,3589,"Draw (majority) (47–47, 47–47, 48–47)",5
1463,1659,1463,"Decision (unanimous) (49–46, 49–46, 49–46)",5
3524,2730,2730,KO (flying knee),3
3232,2464,2464,"Decision (unanimous) (29–28, 30–27, 30–27)",3
839,3129,839,"Decision (unanimous) (29-28, 30-27, 30-27)",3
1488,2313,2313,Submission (kimura),3
2249,322,322,TKO (punches),1
1852,2184,1852,KO (punches),1
2081,91,2081,"Decision (unanimous) (30–27, 29–28, 30–27)",3
522,483,483,"Decision (split) (28–29, 29–28, 29–28)",3
933,780,933,"Decision  (unanimous) (48–47, 48–47, 48–47)",5
1290,2815,2815,"Decision  (unanimous) (29–28, 29–28, 29–27)",3
2347,1700,1700,Submission  (guillotine choke),2
2566,365,365,TKO (punches),2
688,1888,688,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2474,137,2474,"Decision (split) (28–29, 29–28, 29–28)",3
3077,266,3077,Submission (heel hook),1
2134,1184,1184,TKO (punches),1
2994,377,2994,TKO (elbow and spinning back fist),3
2276,95,95,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2303,2639,2639,"Decision (split) (29–28, 28–29, 29–28)",3
235,178,235,"Decision (unanimous) (30–26, 30–26, 30–26)",3
1292,301,301,"Decision (unanimous) (48–47, 48–47, 49–46)",5
261,2178,2178,TKO (head kick and punches),2
2789,1923,1923,KO (punch),2
3163,2363,3163,Submission (D'Arce choke),2
258,768,258,Submission (rear-naked choke),1
2513,42,42,Submission (triangle choke),1
3120,1168,3120,Submission (armbar),3
3344,844,844,Submission (rear-naked choke),3
2790,746,746,TKO (knees and punches),2
2484,2689,2484,KO (knee and punches),3
2843,1962,2843,"Decision (split) (28–29, 29–28, 29–28)",3
1807,772,1807,"Decision (split) (47–48, 48–47, 48–47)",5
2349,384,2349,TKO (punches),3
420,2381,2381,"Decision (split) (29–28, 28–29, 29–28)",3
3046,2161,2161,Submission (guillotine choke),1
669,553,669,Submission (armbar),2
750,954,954,"Decision (unanimous) (29–28, 29–28, 29–28)",3
6,1259,6,"Decision (split) (28–29, 29–28, 29–28)",3
3664,2230,3664,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2003,1935,1935,KO (punch and head kick),2
666,3570,666,"Decision (unanimous) (30–27, 30–27, 30–27)",3
313,832,313,TKO (elbows),2
927,3439,3439,"Decision (split) (28–29, 29–28, 29–28)",3
1536,1706,1536,TKO (punches),2
210,2304,210,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2971,2261,2261,KO (punches),2
3323,929,3323,TKO (doctor stoppage),3
2844,3100,3100,Submission (rear-naked choke),1
2466,710,2466,Submission (rear-naked choke),1
2553,424,2553,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3226,3610,3610,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2373,985,985,"Decision (unanimous) (30–27, 29–27, 29–28)",3
2973,525,2973,Submission (rear-naked choke),3
2615,2437,2437,"Decision (unanimous) (29–28, 29–28, 30–27)",3
1852,3365,1852,KO (punch),1
993,1094,1094,"Decision (unanimous) (29–27, 29–27, 29–27)",3
2531,1488,1488,KO (punches),1
401,1231,401,TKO (punch),1
1102,818,818,"Decision (unanimous) (30–27, 30–27, 30–27)",3
